epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,54.8404,1.56448,2.54423,1.2447,0.03205,0.47438,0.28455,0.12987,1.82799,2.82767,1.45588,0.0901,0.0001,0.0001
2,113.789,1.43074,1.58073,1.18878,0.0413,0.5408,0.38981,0.18806,1.79786,2.65326,1.44936,0.0792079,0.000207921,0.000207921
3,178.777,1.5293,1.41027,1.23837,0.18278,0.51423,0.44027,0.23401,1.51849,2.38358,1.2364,0.0683137,0.000313664,0.000313664
4,241.422,1.48124,1.257,1.23504,0.95332,0.38749,0.60732,0.34841,1.65908,2.19072,1.29199,0.0574172,0.000417229,0.000417229
5,301.332,1.3628,1.1005,1.18311,0.92104,0.48696,0.68766,0.37525,1.8617,2.13229,1.39494,0.0465186,0.000518616,0.000518616
6,359.774,1.4362,1.12721,1.2316,0.87393,0.68401,0.80691,0.41892,1.85991,1.4578,1.30264,0.0356178,0.000617825,0.000617825
7,421.498,1.38938,1.05429,1.1611,0.86335,0.67173,0.79696,0.4707,1.56504,1.22658,1.17612,0.0247149,0.000714856,0.000714856
8,481.496,1.41858,1.07621,1.17429,0.84139,0.69639,0.8233,0.41883,1.75619,1.15952,1.2257,0.0138097,0.000809709,0.000809709
9,539.431,1.35543,1.02445,1.16874,0.87633,0.70019,0.83212,0.48279,1.55826,1.06042,1.17416,0.00290238,0.000902384,0.000902384
10,592.578,1.34121,0.97384,1.15893,0.86993,0.73607,0.85065,0.48312,1.63276,1.00113,1.18856,0.0009109,0.0009109,0.0009109
11,645.208,1.29643,0.98068,1.14641,0.88544,0.73055,0.84362,0.59602,1.13435,0.90056,1.07915,0.000901,0.000901,0.000901
12,697.868,1.28596,0.93861,1.1371,0.88299,0.75892,0.87542,0.60128,1.17064,0.8965,1.06527,0.0008911,0.0008911,0.0008911
13,749.44,1.30212,0.95312,1.16176,0.90261,0.72101,0.87066,0.6188,1.07545,0.85531,1.05733,0.0008812,0.0008812,0.0008812
14,801.973,1.29417,0.92648,1.13299,0.80258,0.75599,0.84436,0.58927,1.11692,0.9104,1.06486,0.0008713,0.0008713,0.0008713
15,857.3,1.27281,0.88486,1.12384,0.83102,0.75587,0.8551,0.62392,1.00633,0.84606,1.04526,0.0008614,0.0008614,0.0008614
16,918.12,1.30896,0.9103,1.13529,0.8406,0.78558,0.88154,0.64236,0.98623,0.80962,1.02251,0.0008515,0.0008515,0.0008515
17,978.415,1.37042,0.93573,1.15909,0.86438,0.7685,0.86535,0.5585,1.33615,0.91546,1.09636,0.0008416,0.0008416,0.0008416
18,1040.76,1.30052,0.89429,1.14647,0.80269,0.73336,0.83877,0.6104,0.98711,0.90046,1.04703,0.0008317,0.0008317,0.0008317
19,1101.11,1.3004,0.89015,1.14584,0.81836,0.73055,0.84542,0.61671,0.96349,0.8837,1.03677,0.0008218,0.0008218,0.0008218
20,1160.14,1.32782,0.8994,1.15652,0.85028,0.73435,0.86078,0.6339,1.00368,0.84438,1.00677,0.0008119,0.0008119,0.0008119
21,1219.21,1.28878,0.88724,1.13041,0.8694,0.72296,0.85195,0.63901,0.95752,0.8547,1.01793,0.000802,0.000802,0.000802
22,1279.27,1.34728,0.89126,1.14687,0.78709,0.74573,0.83594,0.5925,0.99114,0.9244,1.03454,0.0007921,0.0007921,0.0007921
23,1338.47,1.28508,0.86628,1.12352,0.79486,0.70585,0.81453,0.53793,1.13298,0.93908,1.07318,0.0007822,0.0007822,0.0007822
24,1395.56,1.24341,0.84323,1.12861,0.81406,0.81214,0.87405,0.63159,0.99168,0.79208,1.03719,0.0007723,0.0007723,0.0007723
25,1455.37,1.26061,0.84569,1.12628,0.88558,0.76368,0.87034,0.61165,1.12546,0.81376,1.04333,0.0007624,0.0007624,0.0007624
26,1512.68,1.24686,0.84719,1.1146,0.84951,0.73435,0.85566,0.60086,1.11608,0.87899,1.03921,0.0007525,0.0007525,0.0007525
