epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,57.1975,1.56448,2.54423,1.2447,0.03205,0.47438,0.28455,0.12987,1.82799,2.82767,1.45588,0.0901,0.0001,0.0001
2,112.96,1.43074,1.58073,1.18878,0.04111,0.56167,0.40867,0.19937,1.79786,2.65326,1.44936,0.0792079,0.000207921,0.000207921
3,169.795,1.5293,1.41027,1.23837,0.39533,0.4764,0.45418,0.24427,1.51849,2.38358,1.2364,0.0683137,0.000313664,0.000313664
4,224.588,1.48124,1.257,1.23504,0.95929,0.49188,0.74805,0.43749,1.65908,2.19072,1.29199,0.0574172,0.000417229,0.000417229
5,276.826,1.3628,1.1005,1.18311,0.92104,0.48696,0.68766,0.37525,1.8617,2.13229,1.39494,0.0465186,0.000518616,0.000518616
6,328.44,1.4362,1.12721,1.2316,0.87393,0.68401,0.80691,0.41892,1.85991,1.4578,1.30264,0.0356178,0.000617825,0.000617825
7,385.529,1.38938,1.05429,1.1611,0.86335,0.67173,0.79696,0.4707,1.56504,1.22658,1.17612,0.0247149,0.000714856,0.000714856
8,442.623,1.41858,1.07621,1.17429,0.84139,0.69639,0.8233,0.41883,1.75619,1.15952,1.2257,0.0138097,0.000809709,0.000809709
9,500.272,1.35543,1.02445,1.16874,0.87633,0.70019,0.83212,0.48279,1.55826,1.06042,1.17416,0.00290238,0.000902384,0.000902384
10,551.99,1.34121,0.97384,1.15893,0.86993,0.73607,0.85065,0.48312,1.63276,1.00113,1.18856,0.0009109,0.0009109,0.0009109
11,603.209,1.29643,0.98068,1.14641,0.88544,0.73055,0.84362,0.59602,1.13435,0.90056,1.07915,0.000901,0.000901,0.000901
12,654.261,1.28596,0.93861,1.1371,0.88299,0.75892,0.87542,0.60128,1.17064,0.8965,1.06527,0.0008911,0.0008911,0.0008911
13,705.069,1.30212,0.95312,1.16176,0.90261,0.72101,0.87066,0.6188,1.07545,0.85531,1.05733,0.0008812,0.0008812,0.0008812
14,757.265,1.29417,0.92648,1.13299,0.80258,0.75599,0.84436,0.58927,1.11692,0.9104,1.06486,0.0008713,0.0008713,0.0008713
15,812.777,1.27281,0.88486,1.12384,0.83102,0.75587,0.8551,0.62392,1.00633,0.84606,1.04526,0.0008614,0.0008614,0.0008614
